number,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
10941,5p2g5mraWmHLaxyofZ1UG6,Dub Pistols;Ed Solo,Dub Pistols present Welcome To The Jungle (DJ Mix),Camberwell Carrot - Ed Solo Remix - Mixed,11,131657,False,0.801,0.705,10,-7.773,0,0.0969,0.00261,0.00499,0.338,0.644,87.502,4,breakbeat
10942,4cdmmUP9QLjzuCpsks86tL,Freestylers,Adventures In Freestyle,Beat It Down,10,293066,False,0.648,0.922,0,-5.842,1,0.029,0.00231,0.138,0.421,0.711,130.999,4,breakbeat
10943,5nFqMzU83pOOQBD3qLrDbY,Dub Pistols;Too Many T's,Crazy Diamonds,La La La,10,215469,True,0.653,0.915,1,-4.319,1,0.128,0.00879,9.95e-06,0.427,0.909,89.997,4,breakbeat
10944,6AwngqavSWk3Mm3dM3qe6E,Krafty Kuts;Freestylers;Dynamite MC,Against the Grain Classics,Dynamite Love,11,369773,False,0.632,0.961,2,-5.182,1,0.0483,0.00144,0.000513,0.0841,0.971,135.006,4,breakbeat
10945,2yqxTNTqYdVVy1LpzpfTLn,Dub Pistols;Seanie Tee,Return of the Pistoleros,This Anthem,10,263386,True,0.713,0.877,7,-5.691,1,0.25,0.178,0.0,0.283,0.536,97.003,4,breakbeat
10946,04xBqEwwtgKFmjbGoZkr8d,Bentley Rhythm Ace,90s Dance Anthems,Bentley's Gonna Sort You Out,10,307400,False,0.699,0.935,10,-8.774,0,0.0408,0.0453,0.831,0.347,0.811,103.991,4,breakbeat
10947,63Nv0kF5Pcw887NqMAzT44,The Breakfastaz,FABRICLIVE 19: The Freestylers (DJ Mix),Midnight - Mixed,10,292173,False,0.573,0.874,1,-7.135,1,0.0345,0.000146,0.199,0.146,0.648,137.998,4,breakbeat
10948,3rl3jUyTEB0D3YjIv709Q2,Dub Pistols;Rodney P,Speakers and Tweeters,You'll Never Find (Dub),11,254517,False,0.732,0.623,1,-5.572,1,0.0486,0.000881,0.686,0.29,0.326,83.26,4,breakbeat
10949,0AfIewt6bapCFSHmVjdQZP,Lady Waks,Bass Shakers 2015,"Bass Shakers 2015 - Continuous DJ Mix, Pt. 1",11,2796984,False,0.516,0.899,1,-5.899,1,0.0573,0.00336,0.00168,0.19,0.465,130.572,4,breakbeat
10950,3y82llo6mdfHpUw9hgSeqX,Cut La Roc,La Roc Rocs,Bassheads,3,318893,False,0.644,0.807,10,-12.939,0,0.057,0.0631,0.827,0.242,0.915,126.888,4,breakbeat
10951,4opZH5b3xLV6B3IPK6Pilx,Timo Maas,First Day (CD1),First Day - Radio Edit,26,176160,False,0.638,0.912,2,-6.194,1,0.0303,0.0016,0.0715,0.137,0.91,124.997,4,breakbeat
10952,3E0mAjpdmPOKkCzLxlMaPk,The Future Sound Of London,Papua New Guinea,"Papua New Guinea - 7"" Original",43,231973,False,0.595,0.723,8,-13.668,1,0.0424,0.000991,0.934,0.0915,0.733,125.623,4,breakbeat
10953,7eLz4glubZQq1nZKE8ZoUY,Deekline;Specimen A,Junglist Workout (DJ Mix),All The Way Up - Original Mix - Mixed,20,68571,False,0.777,0.881,7,-5.301,1,0.346,0.0157,0.0,0.279,0.559,175.282,4,breakbeat
10954,7utOHiGT5oEq6yOfMvI3LA,The Crystal Method,Blade:Trinity,Weapons of Mad Distortion,22,290733,False,0.551,0.968,1,-5.242,0,0.123,0.01,0.169,0.212,0.272,105.047,4,breakbeat
10955,2Q3pZzdoznEnrl4FgHcJ71,Deekline;Firestar Soundsystem,Pickle Head,Pickle Head,10,269538,False,0.752,0.984,8,-3.964,0,0.0567,0.003,0.598,0.0341,0.304,129.966,4,breakbeat
10956,61Xo7rSNb8SPl7inRLSe4P,Guau;Save The Rave,Alone (Save The Rave Remix),Alone - Save The Rave Remix,9,285050,False,0.558,0.842,11,-4.124,0,0.0448,0.000943,0.908,0.289,0.562,172.03,4,breakbeat
10957,0lk1zdGFPEv6U7omOAqhSs,Apollo 440,Electro Glide In Blue,Ain't Talkin' 'Bout Dub,40,270400,False,0.331,0.937,7,-5.829,1,0.0723,0.00567,0.0271,0.107,0.657,163.978,4,breakbeat
10958,6Vrdtb1PjT6dGpdYXF6Lud,Digital Base;Andy Vibes,Good influences,Good influences,10,332760,False,0.775,0.99,1,-1.962,1,0.065,0.00343,0.703,0.117,0.762,126.985,4,breakbeat
10959,1gE5lR5x2t3PcRMm5XNkM0,Nick Thayer,Mind Control,Mind Control,9,400786,False,0.675,0.965,11,-6.082,1,0.0495,0.000148,0.626,0.245,0.537,133.983,4,breakbeat
10960,75ezKaQXcv7RVhrCpuRMSD,Timo Maas;MC Chickaboo,Loud (Eastwest Release),Shifter (feat. MC Chickaboo),39,335093,False,0.855,0.844,5,-7.351,0,0.0776,0.0137,0.484,0.145,0.8,130.008,4,breakbeat
10961,2FeLjxM420jQr2s6xU1tFT,DJ Fixx,We Run This,We Run This - Original Mix,11,247383,False,0.749,0.934,8,-5.804,0,0.0498,0.00891,0.0642,0.0795,0.582,130.002,4,breakbeat
10962,6qJG2xoEEICSy80DPo46MR,JDS,Destiny Calls,Destiny Calls,10,594008,False,0.694,0.687,1,-12.636,1,0.0418,0.00347,0.947,0.0985,0.567,140.221,4,breakbeat
10963,0Y7O5KHAhb0qERVngTcFZ3,Colombo,Flamenkao,Flamenkao - Radio Edit,10,187985,False,0.776,0.548,11,-7.941,0,0.0707,0.00315,0.9,0.0632,0.358,134.045,4,breakbeat
10964,1D4VJQwZDN385ejjDK3ufc,Ed Solo;Darrison,Don't Stop,Break You Down,10,303272,True,0.815,0.84,4,-4.86,0,0.0367,0.211,7.88e-05,0.0517,0.967,110.005,4,breakbeat
10965,01iywRWAVoRZPynCChMzfg,Ed Solo;Darrison,Don't Stop,Subsonic,10,292363,False,0.719,0.792,9,-5.743,0,0.102,0.0685,1.79e-06,0.0598,0.853,164.998,4,breakbeat
10966,5epkVQqWayHxP4ut3zazSw,Ed Solo;Deekline,"Jungle Cakes, Vol. 27",Remember - Original Mix,10,300342,False,0.602,0.985,1,-0.915,1,0.0683,0.011,0.355,0.318,0.706,174.976,4,breakbeat
10967,6u72pIRsRCxA0nTdUfMr5c,Ed Solo;Darrison,Don't Stop,Green Light,10,247542,False,0.798,0.737,10,-5.343,0,0.205,0.00167,2.42e-05,0.137,0.707,175.057,4,breakbeat
10968,0BrYmJGUDvvJLcpz0EXVwg,Aphrodite,Aphro Classics 4,Underworld,9,406190,False,0.744,0.933,2,-1.945,1,0.0594,0.00862,0.154,0.189,0.269,86.767,4,breakbeat
10969,3xryOJm3m7qz8W5CUBf8yK,Stone Lions,Bassbin Twins Vs Marine Parade,Snow Over Arizona - Bassbin Twins Edit,11,203466,False,0.589,0.983,2,-3.069,1,0.11,0.00221,0.868,0.417,0.391,132.082,4,breakbeat
10970,2RoVkGezd3sYOCeZcUxPCV,Apollo 440,Gettin' High On Your Own Supply,Yo! Future - Instrumental Version,10,248333,False,0.282,0.992,4,-4.215,0,0.171,0.00192,0.144,0.649,0.463,179.854,4,breakbeat
10971,6iCsWX6pKlyzpTf8QrCdfx,Colombo,Antiques of The Future,Nugatory - Original Mix,10,327202,False,0.706,0.944,1,-4.923,1,0.0555,0.000647,0.831,0.045,0.889,130.005,4,breakbeat
10972,3WWwUGsyrkWxNYgeWSiKu3,Colombo,Abandoned Factory,"5, 4, 3, 2, 1, Blast! - Original Mix",10,278497,False,0.729,0.922,0,-3.441,1,0.0838,0.00186,0.815,0.0617,0.587,125.046,4,breakbeat
10973,0p8eKLIOn5VcokYLPn420P,Aphrodite,Assignment Space / Beautiful Dub,Assignment Space,11,345015,False,0.542,0.961,1,-1.634,0,0.0567,0.0101,0.681,0.917,0.198,175.98,4,breakbeat
10974,3Izas87RkkBvmJGyelprm8,Ed Solo;Isaac Maya;Ranking Joe;Nick The Lot,Love Jah (Nick The Lot Remix),Love Jah - Nick The Lot Remix - Edit,10,248275,False,0.785,0.939,7,-0.849,1,0.0489,0.00353,0.251,0.505,0.291,86.999,4,breakbeat
10975,7zh0hnvTgbmlMdmmkbRSrQ,Ed Solo;Deekline;Top Cat,"Jungle Cakes, Vol. 15",You Can Be My Night - Original Mix,9,271542,False,0.434,0.985,0,-1.793,1,0.0437,0.025,0.381,0.0558,0.49,174.994,4,breakbeat
10976,2kkCWMNTFGQJLZGhcJbDrj,The Crystal Method;Le Castle Vania,The Crystal Method,Storm The Castle,12,262519,False,0.567,0.945,11,-2.573,0,0.0576,0.000242,0.424,0.392,0.152,128.01,4,breakbeat
10977,5926YKOhfQkJur0VxjeZBf,Bentley Rhythm Ace,BRA,Ragtopskodacarchase,10,501973,False,0.633,0.785,10,-13.996,0,0.179,0.0476,0.917,0.376,0.316,171.988,4,breakbeat
10978,6PAbqyiSpuAAVxrW5e8ExY,Colombo,Abandoned Factory,Let the Bass Go - Original Mix,10,322547,False,0.728,0.888,1,-4.012,1,0.0408,0.000469,0.86,0.166,0.469,119.987,4,breakbeat
10979,6V1kUUefPBkpyPqBSK9G9C,Colombo,Antiques of The Future,Rock The Beat - Original Mix,10,487314,False,0.687,0.794,11,-5.949,0,0.0713,0.00441,0.846,0.0471,0.577,133.998,4,breakbeat
10980,0gLgXjymQiOmMlnAfSVp9F,Rabbit In The Moon,Delusions of Grandeur,Out of Body Experience - Burning Spear,11,536377,False,0.728,0.718,2,-8.699,1,0.0467,0.00932,0.842,0.219,0.261,129.296,4,breakbeat
10981,5IowhXnpsOYkWUvyrjKThb,Apollo 440,Gettin' High On Your Own Supply,The Machine In The Ghost - Instrumental Version,10,402733,False,0.554,0.785,4,-7.035,0,0.0502,0.22,0.368,0.101,0.152,144.868,4,breakbeat
10982,7GXqjUHhDUrQXZwO8aHXGS,The Future Sound Of London,ISDN,Kai,12,264800,False,0.498,0.339,6,-20.523,0,0.0389,0.00373,0.81,0.168,0.429,174.582,4,breakbeat
10983,0SLA4aAvnwVO8TNAfcVv4P,Timo Maas;Eric Volta;Basti Grub,We Were Riding High,We Were Riding High - Alternative Version,11,414193,False,0.806,0.786,9,-10.179,1,0.0486,0.0056,0.787,0.0994,0.522,124.033,4,breakbeat
10984,0LBIf9EFHuxmuNig4JHGZo,Timo Maas,Crossing Wires 002 - Compiled And Mixed By Timo Maas,Crossing Wires 002 - Continuous DJ Mix,11,4789026,False,0.697,0.632,1,-12.469,1,0.0451,0.00815,0.871,0.0998,0.151,121.055,4,breakbeat
10985,7GnJ6f7d87kMIHBt2753YS,Deekline;Rell Rock,Bass Shakers 2015,My DJ Bass - Original Mix,9,281250,False,0.864,0.835,11,-5.293,0,0.179,0.00318,7.29e-06,0.0255,0.721,128.019,4,breakbeat
10986,2wrz9b1tHvBTedD8tx5kZG,The Future Sound Of London,We Have Explosive,We Have Explosive - 7'' Edit,12,207296,False,0.502,0.992,1,-7.754,1,0.0468,9.96e-06,0.559,0.16,0.48,125.001,4,breakbeat
10987,49eiytWhbfWqYJDvJ8cGMX,The Future Sound Of London,Accelerator Deluxe,Papua New Guinea (Blue States Full Length Mix),11,347533,False,0.586,0.771,10,-7.441,0,0.0344,0.0479,0.915,0.271,0.625,99.987,4,breakbeat
10988,3RCx7kqO8pM7Xs68IRjYgT,ED209,The Autobots Present: Broke'N'english,Infectious - Distortionz Vip Mix,10,224120,False,0.606,0.944,7,-8.333,1,0.0398,0.00111,0.15,0.416,0.666,136.025,4,breakbeat
10989,0PXbHpczc4J3PAjJ32fvVA,Amb,Blood in Blood Out,Calm Down (feat. Icp),11,328973,False,0.565,0.646,0,-6.113,1,0.142,0.0638,0.0,0.253,0.532,200.161,4,breakbeat
10990,66OCZ84FZdJ6PjFM9ghc5M,Break The Box;Ira,Groovy Moves,Groovy Moves - Plaza De Funk Remix,10,403400,False,0.683,0.844,6,-7.355,0,0.0492,0.00125,0.329,0.0863,0.468,134.998,4,breakbeat
10991,7vYTDVIQfFagqYytqaOyTO,Ed Solo,"Welcome To The Jungle, Vol. 3: The Ultimate Jungle Cakes Drum & Bass Compilation",Just Believe,9,245454,False,0.689,0.906,8,-2.854,0,0.0555,8.98e-05,0.894,0.0133,0.623,176.003,4,breakbeat
10992,6uRhOHCa1APhYNgsvU1EqF,Deekline;Ed Solo,Welcome To The Jungle: The Ultimate Jungle Cakes Drum & Bass Compilation,Welcome To The Jungle - Continuous DJ Mix Pt. 2,10,2830628,False,0.579,0.915,7,-6.435,1,0.0464,0.00401,0.000546,0.118,0.521,175.013,4,breakbeat
10993,2FdELRPfBlkmjB5Fj3p5im,The Future Sound Of London,Papua New Guinea,Papua New Guinea - Andrew Weatherall Single Mix,12,584026,False,0.651,0.615,8,-14.533,1,0.0292,0.00183,0.844,0.247,0.757,125.553,4,breakbeat
10994,6yOuv7c2kicYVzHRCYtWbJ,Deekline & Wizard;DJ Fresh,Scream / Steam,Steam - Original Mix,10,443866,False,0.53,0.99,5,-3.537,0,0.102,0.000161,0.0637,0.932,0.849,138.023,4,breakbeat
10995,3JRjQ9gti62YMhcXkRrlzo,Apollo 440,GO Music From The Motion Picture,Cold Rock The Mic - Instrumental Version,11,240400,False,0.624,0.972,11,-5.689,0,0.0677,0.00789,0.319,0.443,0.502,125.445,4,breakbeat
10996,6ItJiSoClzT0D2l1Hxc8QX,Lady Waks;Mutantbreakz;Kathika,Bass Shakers 2015,Soundboy - Original Mix,10,273230,False,0.718,0.946,7,-4.516,1,0.0686,0.00195,1.31e-06,0.0564,0.596,130.002,4,breakbeat
10997,5J2sJeC7JFL7SwhwRYWBax,Deekline;Tippa Irie,"Welcome To The Jungle, Vol. 2: The Ultimate Jungle Cakes Drum & Bass Compilation",Good To Have That Feeling,10,244114,False,0.734,0.896,2,-3.572,1,0.0412,0.00406,0.0843,0.0574,0.407,87.502,4,breakbeat
10998,2ZChiwyj61cwCneXoLBCjK,Ed Solo;Deekline,"Welcome To The Jungle, Vol. 2: The Ultimate Jungle Cakes Drum & Bass Compilation","Welcome To The Jungle Vol. 2 - Continuous DJ Mix, Pt. 1",10,2287542,False,0.598,0.94,10,-2.479,0,0.0562,0.0011,0.000707,0.342,0.473,175.013,4,breakbeat
10999,1Cu7FyiLQ2qMxDVkQdAY23,The Future Sound Of London,Accelerator Deluxe,Papua New Guinea (Andrew Weatherall Full Length Mix),12,700290,False,0.648,0.739,8,-11.031,1,0.0292,0.000156,0.891,0.106,0.754,125.554,4,breakbeat
11000,0DuWDLjriRPjDRoPgaCslY,Adele,25,Love In The Dark,78,285935,False,0.331,0.341,9,-6.057,0,0.0309,0.528,0.0,0.109,0.152,109.821,4,british
11001,3di5hcvxxciiqwMH1jarhY,Adele,21,Set Fire to the Rain,80,242973,False,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,4,british
11002,6DEMMeWXfmFAXgDUMMzeg6,Adele,25,All I Ask,74,271800,False,0.591,0.28,4,-5.494,1,0.0283,0.889,0.0,0.124,0.348,141.916,4,british
11003,0gplL1WMoJ6iYaPgMCL0gX,Adele,Easy On Me,Easy On Me,85,224694,False,0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,4,british
11004,3bNv3VuUOKgrf5hu3YcuRo,Adele,21,Someone Like You,81,285240,False,0.556,0.319,9,-8.251,1,0.0281,0.893,0.0,0.0996,0.294,135.187,4,british
11005,6VObnIkLVruX4UVyxWhlqm,Adele,Skyfall,Skyfall,78,286480,False,0.346,0.552,0,-6.864,0,0.0282,0.417,0.0,0.114,0.0789,75.881,4,british
11006,6O5TrlFWTYvznd9fMC0VvU,Adele,25,When We Were Young,79,290900,False,0.376,0.595,3,-5.936,1,0.0496,0.303,0.0,0.095,0.265,144.361,4,british
11007,3Kkjo3cT83cw09VJyrLNwX,Adele,30,Oh My God,82,225148,False,0.534,0.725,1,-3.906,1,0.046,0.091,0.0,0.0264,0.55,88.098,4,british
11008,4OSBTYWVwsQhGLF9NHvIbR,Adele,21,Rolling in the Deep,81,228093,True,0.73,0.769,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,4,british
11009,563SfWAHJs4FBZMkRN0IFN,Adele,25,Send My Love (To Your New Lover),72,223078,False,0.688,0.533,6,-8.363,0,0.0865,0.0355,3.48e-06,0.172,0.567,164.069,4,british
11010,46IZ0fSY2mpAiktS3KOqds,Adele,30,Easy On Me,82,224694,False,0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,4,british
11011,1Yk0cQdMLx5RzzFTYwmuld,Adele,25,Hello,74,295502,False,0.578,0.43,5,-6.134,0,0.0305,0.33,0.0,0.0854,0.288,78.991,4,british
11012,48CKzGWOC65n8a8kdANJV8,Paloma Faith,Only Love Can Hurt Like This (Slowed Down Version),Only Love Can Hurt Like This - Slowed Down Version,77,257743,False,0.554,0.854,6,-6.263,0,0.0567,0.102,9.26e-05,0.554,0.387,82.012,4,british
11013,4IhTXiZLKATmwhMZIb1GQN,Tom Rosenthal,Z-Sides,Lights Are On,81,193749,False,0.44,0.04,3,-16.887,1,0.0322,0.981,0.465,0.111,0.249,135.965,4,british
11014,62ke5zFUJN6RvtXZgVH0F8,Paloma Faith,A Perfect Contradiction (Outsiders' Expanded Edition),Only Love Can Hurt Like This,87,232893,False,0.566,0.885,8,-4.528,1,0.0818,0.0958,9.97e-05,0.334,0.304,90.99,4,british
11015,3FAclTFfvUuQYnEsptbK8w,Amy Winehouse,Back To Black (Deluxe Edition),Back To Black,81,241293,True,0.403,0.422,7,-13.964,0,0.0373,0.134,2.05e-05,0.0861,0.378,122.728,4,british
11016,6dGnYIeXmHdcikdzNNDMm2,The Beatles,Abbey Road (Remastered),Here Comes The Sun - Remastered 2009,82,185733,False,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,4,british
11017,3BQHpFgAp4l80e1XslIjNI,The Beatles,Help! (Remastered),Yesterday - Remastered 2009,76,125666,False,0.332,0.179,5,-11.83,1,0.0326,0.879,0.0,0.0886,0.315,96.529,4,british
11018,7iN1s7xHE4ifF5povM6A48,The Beatles,Let It Be (Remastered),Let It Be - Remastered 2009,77,243026,False,0.443,0.403,0,-8.339,1,0.0322,0.631,0.0,0.111,0.41,143.462,4,british
11019,4jKY4YtMxJXwEZbOiHn0IP,Seal,21st Century Soul Grooves & Slow Jams,Wishing on a Star,1,253533,False,0.344,0.717,2,-6.806,0,0.0423,0.128,1.63e-06,0.0772,0.436,186.159,4,british
11020,22mkOWtVEgGrRB7YCXRiF6,YUNGBLUD;Machine Gun Kelly,Halloween Party 2022,acting like that,0,191066,True,0.522,0.9,0,-2.631,0,0.0719,6.98e-05,0.0,0.3,0.579,160.01,4,british
11021,2Wzl4bZLjqFUOeZaGrTaVJ,YUNGBLUD,Drippy Drippy,parents,0,172026,True,0.594,0.833,9,-4.311,0,0.0507,0.00967,0.0,0.3,0.599,82.04,4,british
11022,7staPerb0ZxnCz5MXHDYC3,YUNGBLUD,Halloween Party 2022,The Funeral,0,211197,True,0.576,0.869,7,-4.339,1,0.0339,8.57e-05,7.1e-05,0.0573,0.746,92.538,4,british
11023,0IOM6VWcOOHtbjzXqyMd4U,Seal,Just Best Covers,Lean On Me,1,206746,False,0.636,0.516,0,-9.945,1,0.0318,0.708,6.34e-05,0.0699,0.472,77.883,4,british
11024,1rjG7SQyLz8ih1PRKdhntE,YUNGBLUD,Best Alternative Pop Tunes,Life On Mars? - Live At A Bowie Celebration 2021,1,231207,False,0.478,0.536,10,-7.915,1,0.0319,0.631,0.000102,0.145,0.256,116.826,4,british
11025,7cYSPJFfMSfWA8x8KgCBsi,YUNGBLUD,Halloween Party 2022,The Funeral,0,211197,True,0.576,0.869,7,-4.339,1,0.0339,8.57e-05,7.1e-05,0.0573,0.746,92.538,4,british
11026,0j5pajJcigjdwO4c8ZS19b,Paolo Nutini,Just Best Covers,Sugar Man,9,126066,False,0.616,0.329,4,-8.228,0,0.0341,0.535,1.07e-06,0.114,0.386,99.338,4,british
11027,54S8gAjWou3sGde0vU4DxY,Paolo Nutini,Session Acoustique,Last Request,2,220413,True,0.604,0.704,5,-6.564,1,0.0477,0.241,0.0,0.137,0.399,80.93,4,british
11028,1EZokfR0iyAe9LuPKccBsu,Paolo Nutini,Alternative Rock Mixtape,Iron Sky,6,373133,False,0.395,0.625,1,-7.134,0,0.0341,0.242,0.00124,0.11,0.314,139.729,4,british
11029,3J5pA2wR1GJa17a8vHwW23,The Rolling Stones,Halloween Hits,"Paint It, Black",1,224133,False,0.496,0.858,5,-7.927,0,0.0922,0.0133,0.0675,0.349,0.773,159.69,4,british
11030,2RVWKbMCQwaIAJS5FXNanZ,Paolo Nutini,Autumn Hits,Autumn,2,170240,False,0.599,0.0854,9,-12.521,1,0.0414,0.978,7.99e-05,0.0858,0.323,111.954,4,british
11031,64IYrVRKqcJPkT978YoPmP,Paolo Nutini,Relaxing Pop,Last Request,2,220413,False,0.569,0.702,5,-6.561,1,0.0505,0.26,0.0,0.137,0.392,81.006,4,british
11032,6gJKvK7qlt0TvwzwmmATK2,Paolo Nutini,Mellow Adult Pop,Chamber Music,0,147666,False,0.401,0.21,7,-13.192,1,0.0327,0.768,0.152,0.0855,0.484,150.497,3,british
11033,5mq2tutI68FRDD8CiYOsYS,Paolo Nutini,Low-Key Hits,Growing Up Beside You,1,203666,False,0.504,0.51,7,-10.79,1,0.0415,0.771,7.61e-05,0.0766,0.0834,95.182,4,british
11034,0rGKn11s2zrmePIA82ldEP,The Rolling Stones,Helloween Party,"Paint It, Black",1,224133,False,0.496,0.858,5,-7.927,0,0.0922,0.0133,0.0675,0.349,0.773,159.69,4,british
11035,66llZ6MdjJy5q2jWwgJpcW,The Rolling Stones,Helloween Party,Sympathy For The Devil,1,377746,False,0.636,0.67,9,-10.958,1,0.257,0.582,0.0,0.0453,0.572,115.577,4,british
11036,4ZRs2BzVlK54h1GyZO799I,Paolo Nutini,Human - Best Adult Pop Tunes,Numpty,0,234066,True,0.839,0.441,6,-9.024,1,0.0499,0.727,9.86e-06,0.11,0.897,123.007,4,british
11037,5G0EAfi4qeZ3KtpmCgcRq2,London Symphony Orchestra;Sir Malcolm Sargent,Halloween Movie & TV Classics,"Night on Bald Mountain (From ""Natural Born Killers"")",0,673269,False,0.251,0.17,2,-19.5,1,0.0379,0.912,0.843,0.065,0.0682,97.202,4,british
11038,3NUl4ypMgMQcRDvAJkHzOy,The Rolling Stones,Twisted Halloween Hits,Sympathy For The Devil,0,377746,False,0.636,0.67,9,-10.958,1,0.257,0.582,0.0,0.0453,0.572,115.577,4,british
11039,6dsmAUGQAng00srCMvfd8z,The Rolling Stones,REGNIG DAG,As Tears Go By - Mono Version,3,165213,False,0.329,0.282,7,-10.863,1,0.0294,0.71,0.00265,0.158,0.393,112.944,4,british
11040,4DTjE0HuAiFebTHvt6XOIn,The Rolling Stones,Pumpkin Patch Hits,Sympathy For The Devil,0,377746,False,0.636,0.67,9,-10.958,1,0.257,0.582,0.0,0.0453,0.572,115.577,4,british
11041,1ELYwM8YlN3CavWlE1pwqy,The Rolling Stones,Halloween Hits,Sympathy For The Devil,5,377746,False,0.636,0.67,9,-10.958,1,0.257,0.582,0.0,0.0453,0.572,115.577,4,british
11042,1D0jiXy3pWSk1QxcB8WWhY,Academy of St. Martin in the Fields;Sir Neville Marriner,Happy Christmas Instrumentals,"Three German Dances, K.605: No. 3 in C, Trio ""Die Schlittenfahrt""",0,175000,False,0.414,0.17,0,-13.479,1,0.0317,0.761,0.00728,0.143,0.455,146.763,3,british
11043,5pov3V37DnTkVV93lWgHqo,The Rolling Stones,Halloween Scary Party,Beast Of Burden - Remastered 1994,0,265173,False,0.784,0.879,1,-3.862,0,0.0308,0.39,0.000848,0.0426,0.893,100.622,4,british
11044,4CgJCGujC2fsKwuUyBNlc5,The Rolling Stones,60s Christmas Party,Gimme Shelter,0,270773,False,0.634,0.63,1,-8.277,0,0.031,0.447,0.0374,0.169,0.489,118.642,4,british
11045,6WISfiNXEcOMBFEQ5Gla1H,The Rolling Stones,(70's) Seventies Collected Volume 2,Fool To Cry - Remastered 2009,0,305920,False,0.384,0.448,5,-7.397,1,0.043,0.9,0.0561,0.114,0.27,135.128,4,british
11046,0llVmVvhhn5vS5OdiYhq8C,The Rolling Stones,Halloween Scary Party,Too Much Blood - Remastered,0,374240,False,0.592,0.909,6,-5.887,0,0.051,0.0149,0.177,0.0571,0.479,116.433,4,british
11047,32kz93hA4ac01juOqcSItF,The Rolling Stones,Rock Workout 2023,Start Me Up - Remastered 2009,0,213066,False,0.631,0.932,5,-4.142,1,0.0354,0.0429,0.137,0.0918,0.971,122.431,4,british
11048,48q2h0nYiAOfomJHGzHQJy,The Rolling Stones;Alok,Halloween Party 2022,Living In A Ghost Town - Alok Remix,0,208980,False,0.707,0.745,7,-7.291,1,0.0321,0.0226,0.264,0.102,0.515,125.018,4,british
11049,5qn8lrBA1qlgfzPEVDiDRg,The Rolling Stones,Halloween Party 2022,Sympathy For The Devil - 50th Anniversary Edition / Remastered 2018,0,378146,False,0.703,0.668,9,-9.237,1,0.22,0.516,0.0,0.0588,0.561,116.039,4,british
11050,0Z5ok0QLLttAKsujOZYOXf,Adele,19,Chasing Pavements,74,210506,False,0.616,0.47,5,-6.092,0,0.0253,0.291,0.0,0.111,0.325,80.03,4,british
11051,4mGdjNMo0RonTlOEb7cYg4,YUNGBLUD;Halsey;Travis Barker,11 Minutes (with Halsey feat. Travis Barker),11 Minutes (with Halsey feat. Travis Barker),66,239507,True,0.464,0.852,11,-3.804,1,0.067,0.0116,0.0,0.108,0.233,160.075,4,british
11052,1eT2CjXwFXNx6oY5ydvzKU,The Beatles,Love,Hey Jude,66,238854,False,0.462,0.632,5,-7.438,1,0.0248,0.091,0.0,0.397,0.585,74.268,4,british
11053,3YKptz29AsOlm7WAVnztBh,Seal,Seal,Kiss from a Rose,74,288426,False,0.584,0.533,10,-7.11,0,0.0305,0.684,0.0,0.306,0.224,131.745,3,british
11054,6v0UJD4a2FtleHeSYVX02A,Adele,30,I Drink Wine,75,376169,False,0.437,0.565,10,-5.596,1,0.0466,0.697,0.0,0.119,0.306,115.389,4,british
11055,2EqlS6tkEnglzr7tkKAAYD,The Beatles,Abbey Road (Remastered),Come Together - Remastered 2009,77,259946,False,0.533,0.376,9,-11.913,0,0.0393,0.0302,0.248,0.0926,0.187,165.007,4,british
11056,6w8ZPYdnGajyfPddTWdthN,Adele,30,Can I Get It,74,210384,False,0.703,0.68,9,-6.118,0,0.0431,0.0171,0.0,0.178,0.536,97.985,4,british
11057,3KfbEIOC7YIv90FIfNSZpo,The Beatles,Rubber Soul (Remastered),In My Life - Remastered 2009,74,146333,False,0.688,0.435,9,-11.359,1,0.0323,0.449,0.0,0.113,0.435,103.239,4,british
11058,2DRMuw0U0QbkVQxWxdJV3M,Adele,25,Water Under the Bridge,70,240439,False,0.59,0.833,5,-6.503,0,0.0615,0.0142,5.4e-06,0.105,0.538,94.963,4,british
11059,5jgFfDIR6FR0gvlA56Nakr,The Beatles,The Beatles (Remastered),Blackbird - Remastered 2009,74,138386,False,0.686,0.127,7,-14.361,1,0.0342,0.754,1.41e-05,0.0573,0.372,93.699,4,british
11060,5mFMb5OHI3cN0UjITVztCj,Adele,21,Rumour Has It,67,223266,False,0.612,0.749,0,-5.014,1,0.0446,0.615,0.0,0.167,0.574,120.052,4,british
11061,7wZUrN8oemZfsEd1CGkbXE,Leona Lewis,Spirit,Bleeding Love,75,262466,False,0.638,0.656,5,-5.886,1,0.0357,0.188,0.0,0.146,0.225,104.036,4,british
